Condition 2,Garage Cond,Overall Qual,Land Contour,Heating,Enclosed Porch,Lot Shape,Kitchen AbvGr,Garage Finish,Lot Area,Bsmt Exposure,Electrical,Functional,Alley,Land Slope,Fireplaces,Wood Deck SF,Garage Type,Year Remod/Add,MS SubClass,Bldg Type,Exter Cond,BsmtFin Type 2,Exterior 1st,Id,PID,Roof Matl,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Roof Style,Utilities,BsmtFin Type 1,Bsmt Unf SF,Sale Type,Year Built,Mas Vnr Area,Bsmt Full Bath,Misc Feature,Fence,Garage Area,Exterior 2nd,Mas Vnr Type,MS Zoning,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,Central Air,Condition 1,BsmtFin SF 2,Foundation,Bsmt Qual,Pool QC,Bsmt Cond,Lot Config,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Paved Drive,Misc Val,Gr Liv Area,SalePrice,House Style,Street,TotRms AbvGrd,Neighborhood,Fireplace Qu,Open Porch SF,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice,yr_since_built,yr_since_remod,is_built_recently,is_remod_recently
Norm,NA,5,Lvl,GasA,0.0,IR1,1,NA,8020.0,No,SBrkr,Typ,NA,Gtl,0,0.0,NA,1964,20,1Fam,TA,Unf,HdBoard,2496,532378130,CompShg,6,0.0,0.0,TA,TA,644.0,Gable,AllPub,ALQ,268.0,WD,1964,0.0,0,NA,GdWo,0.0,HdBoard,None,RL,0.0,4,912.0,0.0,NA,0,N,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,912.0,0,TA,0,0.0,2006,Y,0.0,912.0,124000.0,1Story,Pave,6,Sawyer,NA,0.0,8.98969370086056,6.815639990074331,6.815639990074331,11.728036844587175,42,42,0,0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Unf,11341.0,No,SBrkr,Mod,NA,Gtl,1,0.0,Detchd,1996,20,1Fam,TA,Unf,Wd Sdng,220,905103060,CompShg,6,0.0,95.0,TA,TA,1302.0,Hip,AllPub,ALQ,90.0,WD,1957,180.0,1,NA,NA,528.0,Wd Sdng,BrkFace,RL,0.0,5,1392.0,0.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,3,1,1392.0,2,TA,0,0.0,2010,Y,0.0,1392.0,121500.0,1Story,Pave,5,Sawyer,Gd,0.0,9.33617975681533,7.238496840894365,7.238496840894365,11.70766954176274,53,14,0,0
Norm,TA,5,Lvl,GasA,0.0,Reg,2,Unf,12436.0,No,FuseA,Typ,NA,Gtl,0,0.0,Detchd,1957,90,Duplx,TA,Unf,Wd Sdng,1254,535354200,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,1824.0,WD,1957,0.0,0,NA,NA,484.0,Wd Sdng,None,RL,0.0,1,1824.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,5,2,1824.0,2,Fa,0,0.0,2008,Y,0.0,1824.0,146000.0,1Story,Pave,9,Names,NA,0.0,9.428350771178645,7.508787170634276,7.508787170634276,11.891361900690473,51,51,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,12192.0,No,SBrkr,Typ,NA,Gtl,0,192.0,Attchd,2001,60,1Fam,TA,Unf,VinylSd,1443,907196040,CompShg,5,0.0,0.0,Gd,Gd,663.0,Gable,AllPub,GLQ,265.0,WD,2000,0.0,1,Shed,NA,626.0,VinylSd,None,RL,0.0,5,928.0,895.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,928.0,2,Ex,0,0.0,2008,Y,4500.0,1823.0,235000.0,2Story,Pave,6,CollgCr,NA,36.0,9.408535277926427,6.833031732786201,7.508238774678663,12.367340793126296,8,7,1,1
Norm,TA,8,HLS,GasA,0.0,IR1,1,Fin,3842.0,Gd,SBrkr,Typ,NA,Mod,1,128.0,Attchd,2005,120,TwnhsE,TA,Unf,CemntBd,2885,911370530,CompShg,5,0.0,155.0,Gd,Gd,1564.0,Hip,AllPub,GLQ,30.0,WD,2004,186.0,1,NA,NA,525.0,CmentBd,Stone,RM,0.0,12,1646.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,2,2,1594.0,2,Ex,1,0.0,2006,Y,0.0,1646.0,300000.0,1Story,Pave,5,Crawfor,Gd,53.0,8.253748343328501,7.406103381237015,7.406103381237015,12.611537753638338,2,1,1,1
Norm,NA,4,Lvl,GasA,0.0,Reg,1,NA,1936.0,No,SBrkr,Typ,NA,Gtl,0,0.0,NA,1970,160,TwnhsI,TA,Unf,CemntBd,2920,923228260,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,546.0,WD,1970,0.0,0,NA,NA,0.0,CmentBd,None,RM,0.0,6,546.0,546.0,NA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,546.0,0,Gd,0,0.0,2006,Y,0.0,1092.0,90500.0,2Story,Pave,5,MeadowV,NA,0.0,7.568379267836522,6.302618975744905,6.9957661563048505,11.413105129688017,36,36,0,0
Norm,TA,5,Lvl,GasA,0.0,IR1,2,Unf,13101.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1965,90,Duplx,TA,Unf,HdBoard,1197,534225120,CompShg,5,0.0,0.0,TA,TA,231.0,Gable,AllPub,LwQ,1497.0,WD,1965,108.0,0,NA,NA,576.0,HdBoard,BrkFace,RL,0.0,11,1728.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,6,2,1728.0,2,TA,0,0.0,2008,Y,0.0,1728.0,142600.0,1Story,Pave,10,Names,NA,0.0,9.48044384215367,7.454719949364001,7.454719949364001,11.867798786962332,43,43,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,9808.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2002,20,1Fam,TA,Unf,VinylSd,848,907192090,CompShg,5,0.0,0.0,Gd,Gd,788.0,Gable,AllPub,GLQ,785.0,WD,2002,110.0,1,NA,NA,544.0,VinylSd,BrkFace,RL,0.0,3,1573.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1573.0,2,Ex,0,0.0,2009,Y,0.0,1573.0,227000.0,1Story,Pave,6,CollgCr,NA,72.0,9.190953658175992,7.360739903058278,7.360739903058278,12.332705296463539,7,7,1,1
Norm,TA,7,HLS,GasA,57.0,IR1,2,Unf,8145.0,No,SBrkr,Typ,NA,Gtl,2,0.0,Detchd,1950,90,Duplx,TA,Unf,Wd Sdng,926,909279010,CompShg,6,0.0,0.0,TA,TA,246.0,Gable,AllPub,LwQ,674.0,WD,1940,0.0,0,NA,NA,400.0,Wd Sdng,None,RL,0.0,7,1240.0,1240.0,TA,1,Y,Norm,0.0,BrkTil,TA,NA,TA,Corner,5,2,920.0,2,Ex,0,0.0,2009,Y,0.0,2480.0,205000.0,2.5Unf,Pave,13,Crawfor,Gd,0.0,9.005159521036145,7.122866658599083,7.8160138391590275,12.230765258120545,69,59,0,0
Norm,TA,8,Lvl,GasA,0.0,IR2,1,RFn,17227.0,Gd,SBrkr,Typ,NA,Mod,1,240.0,Attchd,2000,20,1Fam,TA,Unf,VinylSd,2158,907295040,CompShg,5,0.0,0.0,Gd,Gd,915.0,Gable,AllPub,GLQ,426.0,WD,1999,158.0,1,NA,NA,482.0,VinylSd,BrkFace,RL,0.0,1,1341.0,0.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,CulDSac,1,1,1341.0,2,Ex,0,0.0,2007,Y,0.0,1341.0,246900.0,1Story,Pave,5,CollgCr,TA,84.0,9.75423319944637,7.201170883281678,7.201170883281678,12.41673867533327,8,7,1,1
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,5280.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,70,1Fam,TA,Unf,Wd Sdng,1555,911102090,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,173.0,WD,1895,0.0,0,NA,NA,185.0,Wd Sdng,None,C,0.0,7,825.0,536.0,Fa,0,N,Feedr,0.0,Stone,Po,NA,Fa,Corner,2,1,173.0,1,Ex,0,0.0,2008,Y,0.0,1361.0,89000.0,2Story,Pave,6,IDOTRR,NA,123.0,8.571681376700306,6.715383386334681,7.215975002651466,11.396391648714276,113,58,0,0
Norm,Fa,4,Lvl,GasA,0.0,Reg,1,Unf,11792.0,No,FuseF,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,TA,Unf,VinylSd,278,908102300,CompShg,5,0.0,160.0,TA,Fa,0.0,Gable,AllPub,Unf,744.0,WD,1948,0.0,0,NA,NA,480.0,VinylSd,None,RL,0.0,6,792.0,328.0,TA,0,N,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,744.0,2,Ex,0,0.0,2010,P,0.0,1120.0,64000.0,1.5Fin,Pave,5,Edwards,NA,0.0,9.375176614429117,6.674561391814426,7.02108396428914,11.06663836234181,62,60,0,0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,Fin,3876.0,Gd,SBrkr,Typ,NA,Gtl,1,133.0,Attchd,1978,120,TwnhsI,TA,Rec,Wd Sdng,2522,533253160,CompShg,5,0.0,0.0,Gd,Gd,652.0,Gable,AllPub,GLQ,48.0,WD,1978,0.0,1,NA,NA,484.0,Plywood,None,RL,0.0,7,1226.0,0.0,TA,0,Y,Norm,526.0,CBlock,Gd,NA,TA,Inside,1,1,1226.0,2,TA,0,0.0,2006,Y,0.0,1226.0,170000.0,1Story,Pave,4,Greens,TA,60.0,8.262558973010657,7.111512116496157,7.111512116496157,12.043553716032399,28,28,0,0
Norm,TA,9,Lvl,GasA,0.0,Reg,1,RFn,13891.0,Gd,SBrkr,Typ,NA,Gtl,1,52.0,BuiltIn,2009,60,1Fam,TA,Unf,VinylSd,434,528110090,CompShg,5,0.0,192.0,Ex,Ex,0.0,Hip,AllPub,Unf,1734.0,New,2008,424.0,0,NA,NA,1020.0,VinylSd,Stone,RL,0.0,1,1734.0,1088.0,TA,1,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,4,3,1734.0,3,Ex,0,0.0,2009,Y,0.0,2822.0,582933.0,2Story,Pave,12,NridgHt,Gd,170.0,9.53899642739739,7.458186157340487,7.945201132412759,13.275827535915461,1,0,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,6000.0,No,SBrkr,Typ,NA,Gtl,1,166.0,Detchd,1980,30,1Fam,Gd,Unf,MetalSd,2683,903234030,CompShg,6,0.0,0.0,TA,Gd,397.0,Gable,AllPub,BLQ,706.0,WD,1925,0.0,0,NA,MnPrv,440.0,MetalSd,None,RM,0.0,7,1103.0,0.0,TA,0,Y,Artery,0.0,BrkTil,TA,NA,TA,Inside,2,1,1103.0,2,Gd,0,0.0,2006,Y,0.0,1103.0,110500.0,1Story,Pave,5,OldTown,Gd,120.0,8.699514748210191,7.005789019253503,7.005789019253503,11.612770799939945,81,26,0,0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Fin,8240.0,No,SBrkr,Min2,NA,Gtl,0,0.0,Attchd,1960,20,1Fam,TA,Unf,HdBoard,2173,908127070,CompShg,6,0.0,0.0,TA,TA,0.0,Hip,AllPub,Unf,1179.0,WD,1960,198.0,0,NA,GdPrv,622.0,HdBoard,Stone,RL,0.0,6,1179.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,1179.0,2,Gd,0,0.0,2007,P,0.0,1179.0,110000.0,1Story,Pave,5,Edwards,NA,0.0,9.016755622903517,7.072421900537371,7.072421900537371,11.608235644774552,47,47,0,0
Norm,NA,5,Lvl,GasA,0.0,Reg,1,NA,9405.0,No,SBrkr,Typ,NA,Gtl,0,0.0,NA,2008,20,1Fam,Ex,Unf,VinylSd,894,908201040,CompShg,9,0.0,0.0,TA,TA,0.0,Hip,AllPub,Unf,698.0,WD,1947,0.0,0,NA,NA,0.0,VinylSd,None,RL,0.0,6,698.0,0.0,NA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,698.0,0,Ex,1,0.0,2009,Y,0.0,698.0,118000.0,1Story,Pave,4,Edwards,NA,200.0,9.14899674173513,6.548219102762372,6.548219102762372,11.678439903447801,62,1,0,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,10625.0,No,SBrkr,Typ,NA,Gtl,1,320.0,BuiltIn,2004,60,1Fam,TA,Unf,VinylSd,1066,528170070,CompShg,5,0.0,0.0,Gd,Gd,866.0,Gable,AllPub,GLQ,132.0,WD,2003,292.0,1,NA,NA,871.0,VinylSd,BrkFace,RL,0.0,8,1006.0,1040.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,998.0,3,Ex,0,0.0,2008,Y,0.0,2046.0,284000.0,2Story,Pave,8,NridgHt,Gd,62.0,9.270964993792617,6.913737350659685,7.6236419465115715,12.556729517143344,5,4,1,1
Norm,TA,6,Lvl,GasA,0.0,IR1,1,Fin,9247.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1962,60,1Fam,TA,Unf,HdBoard,1261,535402120,CompShg,6,0.0,120.0,TA,TA,319.0,Gable,AllPub,Rec,539.0,WD,1962,318.0,0,NA,NA,490.0,HdBoard,BrkFace,RL,0.0,3,858.0,858.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,4,1,858.0,2,Ex,0,0.0,2008,Y,0.0,1716.0,171000.0,2Story,Pave,8,Names,Gd,84.0,9.132054453577638,6.754604099487962,7.447751280047908,12.049418835484797,46,46,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,10628.0,Gd,SBrkr,Typ,NA,Gtl,0,146.0,BuiltIn,2004,60,1Fam,TA,Unf,VinylSd,537,531369010,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,835.0,WD,2004,0.0,0,NA,NA,478.0,VinylSd,None,RL,0.0,1,871.0,941.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,2,835.0,2,Ex,0,0.0,2009,Y,0.0,1812.0,193000.0,2Story,Pave,8,SawyerW,NA,91.0,9.271247306879705,6.769641976852503,7.502186486602924,12.170445467887022,5,5,1,1
Norm,TA,5,Lvl,GasA,0.0,IR2,1,Unf,11000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2003,20,1Fam,TA,Unf,Plywood,2301,923275010,CompShg,6,0.0,88.0,TA,TA,1090.0,Gable,AllPub,LwQ,0.0,WD,1976,0.0,1,NA,MnPrv,502.0,Plywood,None,RL,0.0,6,1178.0,0.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,1,1090.0,2,TA,0,0.0,2007,Y,0.0,1178.0,135000.0,1Story,Pave,6,Mitchel,NA,44.0,9.305650551780507,7.071573364211532,7.071573364211532,11.813030057420567,31,4,0,1
Norm,TA,7,Bnk,GasA,212.0,Reg,1,Unf,9399.0,Mn,SBrkr,Typ,NA,Gtl,1,0.0,Detchd,1950,70,1Fam,TA,Unf,MetalSd,2854,909253080,CompShg,8,0.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,818.0,WD,1919,0.0,0,NA,NA,288.0,Stucco,None,RL,0.0,9,818.0,818.0,Fa,1,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,4,1,818.0,1,TA,0,0.0,2006,N,0.0,1636.0,167000.0,2.5Unf,Pave,7,Crawfor,Gd,0.0,9.148358579620302,6.706862336602747,7.400009517162692,12.025749091398891,87,56,0,0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,RFn,7200.0,No,SBrkr,Typ,Grvl,Gtl,0,0.0,Detchd,1950,20,1Fam,TA,Unf,MetalSd,2649,902128020,CompShg,5,0.0,115.0,TA,TA,0.0,Gable,AllPub,Unf,576.0,COD,1950,0.0,0,NA,NA,528.0,MetalSd,None,RM,0.0,8,864.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,576.0,1,Ex,0,0.0,2006,Y,0.0,864.0,105000.0,1Story,Pave,5,OldTown,NA,0.0,8.881836305004146,6.761572768804055,6.761572768804055,11.56171562913966,56,56,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,10264.0,Av,SBrkr,Typ,NA,Gtl,0,158.0,Attchd,1999,20,1Fam,TA,Unf,VinylSd,2776,907180120,CompShg,5,0.0,0.0,Gd,Gd,1162.0,Gable,AllPub,ALQ,426.0,WD,1999,183.0,0,NA,NA,472.0,VinylSd,BrkFace,RL,0.0,8,1588.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1588.0,2,Ex,0,0.0,2006,Y,0.0,1588.0,214000.0,1Story,Pave,6,CollgCr,NA,29.0,9.236397906295473,7.370230641807081,7.370230641807081,12.273731294003989,7,7,1,1
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,13215.0,No,SBrkr,Typ,NA,Gtl,1,168.0,BuiltIn,2004,60,1Fam,TA,Unf,VinylSd,2403,528172150,CompShg,5,0.0,0.0,Gd,Gd,994.0,Gable,AllPub,GLQ,426.0,WD,2004,112.0,1,NA,NA,746.0,VinylSd,BrkFace,RL,0.0,2,1426.0,488.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,2,1420.0,3,Ex,0,0.0,2006,Y,0.0,1914.0,279000.0,2Story,Pave,9,NridgHt,TA,127.0,9.48910782703839,7.262628600974241,7.5569505720129,12.538967060803502,2,2,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,RFn,10530.0,No,SBrkr,Typ,NA,Gtl,1,48.0,Attchd,2000,80,1Fam,TA,Unf,Plywood,2355,527375160,CompShg,6,0.0,0.0,TA,Gd,548.0,Gable,AllPub,ALQ,127.0,WD,1975,248.0,0,NA,NA,485.0,Plywood,BrkFace,RL,0.0,6,1109.0,766.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,Fa,Inside,3,3,675.0,2,TA,0,0.0,2006,Y,0.0,1875.0,184500.0,SLvl,Pave,8,NWAmes,TA,28.0,9.261983605128021,7.011213987350367,7.536363938404511,12.125404742462718,31,6,0,1
Norm,TA,3,Lvl,GasA,0.0,Reg,1,Unf,6000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,2002,50,1Fam,Gd,Unf,MetalSd,1983,902201130,CompShg,7,0.0,0.0,TA,TA,331.0,Gable,AllPub,ALQ,318.0,WD,1948,0.0,0,NA,NA,308.0,MetalSd,None,RM,0.0,6,679.0,504.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,649.0,1,Ex,0,0.0,2007,Y,0.0,1183.0,120000.0,1.5Fin,Pave,6,OldTown,NA,176.0,8.699514748210191,6.520621127558696,7.075808863978387,11.695247021764184,59,5,0,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,RFn,7703.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1992,60,1Fam,Gd,Rec,HdBoard,547,531450120,CompShg,6,0.0,168.0,Gd,Gd,52.0,Gable,AllPub,GLQ,400.0,WD,1992,0.0,0,NA,NA,528.0,HdBoard,None,RL,0.0,11,833.0,897.0,TA,1,Y,Norm,364.0,PConc,Gd,NA,Gd,Inside,3,2,816.0,2,Ex,0,0.0,2009,Y,0.0,1730.0,171500.0,2Story,Pave,6,SawyerW,NA,91.0,8.949365142352965,6.725033642166843,7.455876687491824,12.052338545588132,17,17,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,4251.0,No,SBrkr,Typ,Pave,Gtl,0,0.0,Detchd,2007,160,TwnhsE,TA,Unf,MetalSd,1842,533208070,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,625.0,New,2006,0.0,0,NA,NA,528.0,MetalSd,None,FV,0.0,6,625.0,625.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,625.0,2,Ex,0,0.0,2007,Y,0.0,1250.0,164700.0,2Story,Pave,5,Somerst,NA,54.0,8.35490952835879,6.437751649736401,7.1308988302963465,12.011880916165731,1,0,1,1
Norm,TA,6,Bnk,GasA,0.0,IR1,1,RFn,12128.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1989,60,1Fam,TA,Unf,HdBoard,2748,906204180,CompShg,4,0.0,168.0,Gd,Ex,549.0,Gable,AllPub,ALQ,319.0,WD,1989,232.0,0,NA,MnPrv,506.0,HdBoard,BrkFace,RL,0.0,11,1313.0,1246.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,4,2,868.0,2,Ex,0,0.0,2006,Y,0.0,2559.0,209000.0,2Story,Pave,9,SawyerW,TA,245.0,9.403272107882152,7.180069874302796,7.847371836159788,12.250089530946948,17,17,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,3072.0,No,SBrkr,Typ,NA,Gtl,1,143.0,Attchd,2004,120,TwnhsE,TA,Unf,VinylSd,2425,528228430,CompShg,5,0.0,0.0,Gd,Gd,1059.0,Hip,AllPub,GLQ,306.0,WD,2004,18.0,1,NA,NA,388.0,VinylSd,BrkFace,RM,0.0,9,1548.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1365.0,2,Ex,0,0.0,2006,Y,0.0,1548.0,225000.0,1Story,Pave,7,Blmngtn,TA,20.0,8.030084094267563,7.344719054149673,7.344719054149673,12.323855681186558,2,2,1,1
Norm,NA,5,Lvl,GasA,0.0,Reg,1,NA,8410.0,No,SBrkr,Typ,NA,Gtl,0,0.0,NA,1996,50,1Fam,Fa,Unf,Wd Sdng,2837,908227040,CompShg,3,0.0,0.0,TA,TA,0.0,Gambrel,AllPub,Unf,658.0,WD,1910,0.0,0,NA,NA,0.0,VinylSd,None,RL,0.0,5,658.0,526.0,NA,0,Y,Feedr,0.0,PConc,TA,NA,TA,FR2,5,1,658.0,0,TA,0,0.0,2006,N,0.0,1184.0,81000.0,1.5Fin,Pave,8,Edwards,NA,151.0,9.037176752966994,6.489204931325317,7.076653815443951,11.302204433654575,96,10,0,1
Norm,TA,7,Low,GasA,0.0,IR1,1,Fin,14364.0,Gd,SBrkr,Typ,NA,Mod,1,60.0,Attchd,1989,60,1Fam,TA,Unf,Plywood,2114,906402070,CompShg,5,0.0,154.0,Gd,TA,1065.0,Gable,AllPub,GLQ,92.0,WD,1988,128.0,1,NA,NA,454.0,Plywood,BrkFace,RL,0.0,4,1180.0,882.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,3,2,1157.0,2,Ex,0,0.0,2007,Y,0.0,2062.0,277000.0,2Story,Pave,7,SawyerW,Gd,55.0,9.572480355345974,7.07326971745971,7.631431664576906,12.531772785169476,19,18,0,0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,8680.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1960,20,1Fam,TA,Unf,CemntBd,1890,534278190,CompShg,7,0.0,0.0,TA,TA,0.0,Hip,AllPub,Unf,894.0,WD,1960,0.0,0,NA,NA,312.0,CmentBd,None,RL,0.0,1,894.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,894.0,1,TA,0,0.0,2007,Y,0.0,894.0,117600.0,1Story,Pave,5,Names,NA,0.0,9.068776807654396,6.795705775173514,6.795705775173514,11.675044314446664,47,47,0,0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,9600.0,No,SBrkr,Min2,NA,Gtl,0,0.0,Attchd,2005,50,1Fam,Gd,Unf,VinylSd,621,534477110,CompShg,8,0.0,0.0,TA,TA,120.0,Gable,AllPub,BLQ,736.0,WD,1950,0.0,0,NA,MnPrv,271.0,VinylSd,None,RL,0.0,9,1112.0,556.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,856.0,1,Ex,0,0.0,2009,Y,0.0,1668.0,140000.0,1.5Fin,Pave,6,Names,NA,0.0,9.169518377455928,7.013915474810528,7.419380582918692,11.84939770159144,59,4,0,1
Norm,TA,9,Lvl,GasA,0.0,Reg,1,Fin,11778.0,Av,SBrkr,Typ,NA,Gtl,2,216.0,Attchd,2008,20,1Fam,TA,Unf,VinylSd,1427,906412050,CompShg,5,0.0,0.0,Ex,Ex,1153.0,Hip,AllPub,GLQ,598.0,New,2008,402.0,1,NA,NA,874.0,VinylSd,Stone,RL,0.0,12,1766.0,0.0,TA,1,Y,PosN,0.0,PConc,Ex,NA,TA,Inside,3,2,1751.0,3,Ex,0,0.0,2008,Y,0.0,1766.0,395039.0,1Story,Pave,8,CollgCr,Gd,36.0,9.373988663504516,7.476472381163905,7.476472381163905,12.886739773186576,0,0,1,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,11024.0,Av,SBrkr,Typ,NA,Gtl,0,144.0,Attchd,2006,20,1Fam,TA,Unf,VinylSd,2472,531367010,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1400.0,New,2005,118.0,0,NA,NA,612.0,VinylSd,BrkFace,RL,0.0,10,1400.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,2,1400.0,2,Ex,0,0.0,2006,Y,0.0,1400.0,186800.0,1Story,Pave,6,SawyerW,NA,55.0,9.30782999325344,7.24422751560335,7.24422751560335,12.13779380477688,1,0,1,1
Norm,TA,5,Lvl,GasA,264.0,IR1,1,Fin,8970.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1965,60,1Fam,Gd,Unf,MetalSd,610,534402170,CompShg,6,0.0,0.0,TA,TA,388.0,Gable,AllPub,ALQ,356.0,WD,1965,0.0,0,NA,MnPrv,549.0,MetalSd,None,RL,0.0,6,825.0,1315.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,4,2,744.0,2,TA,0,0.0,2009,Y,0.0,2140.0,177500.0,2Story,Pave,7,Names,TA,40.0,9.101640955052842,6.715383386334681,7.668561108015897,12.086725887897607,44,44,0,0
Norm,Fa,4,Lvl,GasA,0.0,Reg,1,Unf,10800.0,No,SBrkr,Typ,Grvl,Gtl,0,0.0,Detchd,2007,30,1Fam,TA,Unf,Wd Sdng,1950,535379060,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,656.0,WD,1927,0.0,0,NA,NA,216.0,Wd Sdng,None,RL,0.0,8,968.0,0.0,Fa,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,4,2,656.0,1,TA,0,0.0,2007,Y,0.0,968.0,64500.0,1Story,Pave,5,OldTown,NA,0.0,9.287301413112312,6.875232087276577,6.875232087276577,11.074420502783864,80,0,0,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,Fin,4835.0,Av,SBrkr,Typ,NA,Gtl,1,168.0,Attchd,2005,120,TwnhsE,TA,Unf,MetalSd,94,533205060,CompShg,5,0.0,0.0,Gd,Gd,1298.0,Gable,AllPub,GLQ,190.0,WD,2004,0.0,1,NA,NA,506.0,MetalSd,None,FV,0.0,3,1488.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,CulDSac,2,2,1488.0,2,Ex,0,0.0,2010,Y,0.0,1488.0,260000.0,1Story,Pave,6,Somerst,Gd,50.0,8.483636407887394,7.305188215393037,7.305188215393037,12.468436909997665,6,5,1,1
